,id,host_id,host_response_time,host_response_rate,host_is_superhost,host_neighbourhood,host_total_listings_count,host_has_profile_pic,host_identity_verified,neighbourhood,property_type,room_type,accommodates,bathrooms,bedrooms,beds,nightly_price,security_deposit,cleaning_fee,guests_included,minimum_nights,maximum_nights,number_of_reviews,number_of_stays,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,requires_license,instant_bookable,is_business_travel_ready,cancellation_policy,require_guest_profile_picture,require_guest_phone_verification,date_host_since,date_first_review,date_last_review
172,34063140,243538472,within a few hours,100.0,False,Loma Portal,1,True,False,Loma Portal,House,Private room,1,1.0,1,1,70.0,0.0,0.0,1,5,1125,3,6,100,10,10,10,10,10,10,False,False,False,strict_14_with_grace_period,False,False,2019-02-16,2019-05-30,2019-07-31
173,32337570,242787378,within a few hours,100.0,False,University Heights,1,True,False,University Heights,Loft,Private room,1,1.0,1,1,85.0,0.0,50.0,1,4,30,5,10,100,10,10,10,10,10,10,False,False,False,strict_14_with_grace_period,False,False,2019-02-12,2019-02-20,2019-08-02
175,23651232,177057381,within a few hours,80.0,False,Clairemont Mesa East,4,True,False,Clairemont Mesa East,House,Private room,1,1.0,1,1,56.0,,30.0,1,6,1125,6,12,100,10,10,10,10,10,10,False,False,False,flexible,False,False,2018-03-06,2018-05-29,2019-06-26
176,16422957,107655736,,,False,Allied Gardens,1,True,True,Allied Gardens,House,Private room,1,1.0,3,1,65.0,250.0,40.0,1,5,1125,4,8,80,8,8,8,10,8,8,False,False,False,strict_14_with_grace_period,False,False,2016-12-18,2017-03-07,2017-08-17
177,23292945,173416210,within an hour,100.0,True,Pacific Beach,1,True,False,Pacific Beach,House,Private room,1,1.0,1,1,65.0,0.0,0.0,1,5,30,11,22,98,10,9,10,10,10,10,False,False,False,flexible,False,False,2018-02-14,2018-03-04,2018-10-28
178,9862390,491517,,,False,Ocean Beach,1,True,True,Ocean Beach,Apartment,Entire home/apt,1,1.0,1,1,80.0,,25.0,4,4,1125,1,2,100,10,10,8,4,10,10,False,False,False,flexible,False,False,2011-04-07,2015-12-27,2015-12-27
179,18407151,127526494,within an hour,100.0,False,,8,True,False,Rancho Penasquitos,House,Private room,1,1.0,1,1,45.0,,20.0,1,7,180,8,16,77,9,8,9,9,9,8,False,True,False,moderate,False,False,2017-04-25,2017-06-29,2018-09-05
181,19858342,69196511,within an hour,100.0,False,,5,True,True,,House,Private room,1,1.0,1,1,104.0,500.0,10.0,1,3,29,1,2,100,10,10,,10,,,False,True,False,strict_14_with_grace_period,False,False,2016-04-27,2017-07-23,2017-07-23
182,22545815,69196511,within an hour,100.0,False,,5,True,True,,House,Private room,1,1.0,1,1,104.0,500.0,10.0,1,3,29,4,8,100,10,10,10,10,10,10,False,True,False,strict_14_with_grace_period,False,False,2016-04-27,2018-01-14,2019-07-21
184,21135787,152474759,,,False,Mira Mesa,1,True,False,Mira Mesa,Townhouse,Private room,1,1.5,1,1,150.0,,,1,2,4,3,6,100,10,10,10,10,10,10,False,False,False,flexible,False,False,2017-09-28,2017-10-05,2017-10-19
188,9214669,47919061,within a few hours,100.0,False,Mira Mesa,1,True,True,Mira Mesa,House,Private room,1,1.0,1,1,144.0,0.0,50.0,1,2,1125,7,14,100,10,10,10,10,10,10,False,False,False,flexible,False,False,2015-11-01,2016-06-23,2019-06-30
190,12387177,5984903,within a day,100.0,False,Rancho Penasquitos,2,True,True,Rancho Penasquitos,House,Private room,1,1.0,1,1,40.0,500.0,50.0,1,7,1125,4,8,100,10,10,10,10,10,10,False,False,False,moderate,False,False,2013-04-18,2016-08-10,2016-11-30
191,1906699,9773685,within an hour,100.0,True,University City,1,True,True,University City,House,Private room,1,1.0,1,1,69.0,300.0,50.0,1,4,1125,30,60,99,10,10,10,10,10,10,False,False,False,strict_14_with_grace_period,False,False,2013-11-02,2016-04-02,2019-08-06
192,9796457,7674611,within an hour,100.0,True,Normal Heights,2,True,True,Normal Heights,House,Private room,1,1.0,1,1,69.0,0.0,60.0,1,4,1125,35,70,97,10,10,10,10,10,10,False,True,False,flexible,False,False,2013-07-23,2016-02-09,2019-07-21
193,11676155,29883486,within a day,80.0,True,University City,3,True,False,University City,Apartment,Private room,1,2.0,1,1,55.0,200.0,25.0,1,5,90,17,34,100,10,10,10,10,10,10,False,True,False,strict_14_with_grace_period,False,False,2015-03-23,2016-04-28,2019-06-21
194,30535390,1401426,within an hour,100.0,False,Serra Mesa,1,True,True,Serra Mesa,House,Private room,1,1.0,1,1,39.0,0.0,0.0,1,7,1125,7,14,100,10,9,10,10,10,10,False,False,False,moderate,False,False,2011-11-13,2019-01-08,2019-06-30
195,13186737,69196511,within an hour,100.0,False,,5,True,True,,House,Private room,1,1.0,1,2,90.0,500.0,10.0,2,3,29,9,18,98,10,10,10,10,9,10,False,True,False,strict_14_with_grace_period,False,False,2016-04-27,2017-03-31,2018-06-24
196,20407044,127526494,within an hour,100.0,False,,8,True,False,Rancho Penasquitos,House,Private room,1,1.0,1,1,45.0,,20.0,1,6,28,5,10,100,10,10,10,10,9,10,False,False,False,moderate,False,False,2017-04-25,2018-01-28,2018-12-14
197,23966104,157426237,within an hour,100.0,False,East Village,3,True,False,East Village,Loft,Private room,1,1.0,1,1,135.0,0.0,0.0,1,2,14,7,14,100,10,10,10,10,10,10,False,False,False,strict_14_with_grace_period,False,False,2017-11-04,2018-06-11,2019-08-04
198,32257810,127526494,within an hour,100.0,False,,8,True,False,Mira Mesa,Townhouse,Private room,1,2.0,1,1,38.0,,20.0,1,7,180,3,6,87,9,9,10,9,10,9,False,True,False,moderate,False,False,2017-04-25,2019-06-06,2019-08-03
199,33162385,247279955,within a day,100.0,False,Rancho Bernardo,1,True,False,Rancho Bernardo,House,Private room,1,1.0,1,1,88.0,200.0,40.0,1,3,1125,3,6,100,10,10,10,10,10,10,False,False,False,moderate,False,False,2019-03-06,2019-05-24,2019-08-12
202,27031942,203398527,within a few hours,100.0,True,,1,True,False,Golden Hill,House,Private room,1,2.0,1,1,65.0,,,1,4,30,14,28,99,9,9,10,10,10,10,False,False,False,strict_14_with_grace_period,False,False,2018-07-18,2018-08-14,2019-07-21
203,28048565,2714366,within a few hours,100.0,False,University City,2,True,False,University City,House,Private room,1,1.0,1,1,130.0,300.0,25.0,1,2,120,7,14,97,10,10,9,10,10,10,False,True,False,flexible,False,False,2012-06-22,2019-05-20,2019-07-23
204,29188091,25077150,within an hour,100.0,False,College West,4,True,True,College West,House,Private room,1,1.0,1,1,129.0,0.0,30.0,1,2,31,1,2,100,10,10,10,10,10,10,False,True,False,strict_14_with_grace_period,False,False,2014-12-21,2019-07-21,2019-07-21
205,32870418,127526494,within an hour,100.0,False,,8,True,False,Mira Mesa,Townhouse,Private room,1,1.0,1,1,36.0,,20.0,1,7,180,3,6,100,10,10,10,10,10,10,False,True,False,flexible,False,False,2017-04-25,2019-03-20,2019-06-18
206,32892348,127526494,within an hour,100.0,False,,8,True,False,Mira Mesa,House,Private room,1,1.0,1,1,36.0,,20.0,1,7,180,1,2,100,6,10,10,10,10,10,False,False,False,moderate,False,False,2017-04-25,2019-06-05,2019-06-05
207,12827621,30870356,,,False,Point Loma Heights,2,True,True,Pacific Beach,Apartment,Private room,1,1.0,1,1,50.0,,25.0,1,5,1125,1,2,100,10,10,10,10,10,10,False,False,False,flexible,False,False,2015-04-08,2016-07-09,2016-07-09
209,21826670,33581799,within an hour,100.0,False,Pacific Beach,2,True,False,Pacific Beach,House,Private room,1,1.0,1,1,125.0,,,1,2,3,6,12,100,10,10,10,10,10,10,False,True,False,flexible,False,False,2015-05-17,2018-03-25,2018-09-02
210,23855443,179188105,within an hour,100.0,True,Clairemont Mesa West,2,True,False,Clairemont Mesa West,Bungalow,Private room,1,1.0,1,1,50.0,100.0,0.0,1,5,200,6,12,100,10,10,10,10,10,10,False,False,False,flexible,False,False,2018-03-18,2018-04-22,2019-07-14
212,26637739,95769712,within an hour,100.0,True,La Jolla,9,True,True,La Jolla,House,Private room,1,1.0,1,1,250.0,,25.0,1,1,6,5,10,80,9,6,10,10,10,8,False,False,False,strict_14_with_grace_period,False,False,2016-09-18,2018-11-23,2019-05-20
214,32265381,127526494,within an hour,100.0,False,,8,True,False,Mira Mesa,Townhouse,Private room,1,1.0,3,2,35.0,,20.0,1,7,60,1,2,100,10,10,10,10,10,10,False,True,False,flexible,False,False,2017-04-25,2019-03-14,2019-03-14
215,10296441,52973296,within an hour,100.0,True,Adams North,1,True,True,Adams North,Guesthouse,Entire home/apt,1,1.0,1,1,120.0,250.0,40.0,1,2,10,83,166,97,10,10,10,10,10,10,False,False,False,moderate,False,False,2016-01-01,2016-07-27,2018-12-16
216,27505146,207363781,within an hour,100.0,True,North Clairemont,1,True,False,North Clairemont,Apartment,Private room,1,1.0,1,1,48.0,,30.0,1,5,30,20,40,98,10,10,10,10,10,10,False,True,False,flexible,False,False,2018-08-04,2018-08-17,2019-08-09
217,30961189,231334226,within a few hours,60.0,False,Rancho Penasquitos,3,True,False,Rancho Penasquitos,House,Private room,1,1.0,1,1,48.0,0.0,20.0,1,5,90,7,14,83,9,8,10,10,10,8,False,True,False,flexible,False,False,2018-12-18,2019-02-23,2019-07-27
218,31594416,231334226,within a few hours,60.0,False,Rancho Penasquitos,3,True,False,Rancho Penasquitos,House,Private room,1,1.0,1,1,48.0,,20.0,2,5,90,1,2,100,10,10,10,10,10,10,False,True,False,flexible,False,False,2018-12-18,2019-03-03,2019-03-03
219,33910086,256069428,within a few hours,100.0,False,La Jolla,1,True,False,La Jolla,Apartment,Private room,1,1.0,1,1,120.0,,50.0,1,2,1125,11,22,98,10,10,10,9,10,10,False,False,False,moderate,False,False,2019-04-15,2019-04-23,2019-07-18
220,35600332,25077150,within an hour,100.0,False,College West,4,True,True,College West,House,Private room,1,1.0,1,1,120.0,,,1,2,31,1,2,100,10,8,10,10,10,10,False,True,False,strict_14_with_grace_period,False,False,2014-12-21,2019-07-21,2019-07-21
221,24307555,9060661,,,True,Marina,1,True,False,Marina,Apartment,Private room,1,1.0,1,1,119.0,300.0,50.0,1,2,1122,25,50,95,10,10,10,10,10,10,False,True,False,strict_14_with_grace_period,False,False,2013-09-25,2018-05-01,2019-04-29
222,3560755,17926311,within a few hours,100.0,False,North Park,0,True,False,North Park,House,Private room,1,1.0,1,1,79.0,150.0,50.0,1,3,1125,2,4,100,10,10,10,10,10,10,False,False,False,moderate,False,False,2014-07-10,2014-07-28,2019-07-21
223,28339051,28615168,within an hour,100.0,True,Prati,3,True,True,East Village,Apartment,Private room,1,1.0,1,1,79.0,,30.0,1,3,1125,15,30,95,10,10,10,10,10,10,False,True,False,strict_14_with_grace_period,False,False,2015-03-02,2018-09-16,2019-07-27
224,18754789,130482844,,,False,,1,True,True,Core-Columbia,Condominium,Private room,1,1.0,1,1,77.0,100.0,50.0,1,3,1125,12,24,92,10,10,10,9,9,10,False,True,False,strict_14_with_grace_period,False,False,2017-05-15,2017-05-21,2017-08-06
225,4424457,21374752,a few days or more,0.0,False,Bay Park,1,True,True,Bay Park,House,Private room,1,1.0,1,1,75.0,100.0,25.0,1,3,1125,2,4,100,10,10,10,10,10,10,False,False,False,flexible,False,False,2014-09-15,2015-02-14,2015-07-13
226,23565666,6807501,within a few hours,100.0,True,North Park,1,True,True,North Park,Condominium,Private room,1,1.0,1,1,32.0,0.0,93.0,1,7,1125,4,8,100,10,9,10,10,10,10,False,False,False,moderate,False,False,2013-06-08,2018-09-09,2019-04-12
227,1261964,6872996,within a day,80.0,False,Mission Valley West,1,True,True,Mission Valley West,Condominium,Private room,1,1.0,1,1,110.0,750.0,0.0,1,2,90,12,24,98,10,10,10,10,10,10,False,False,False,moderate,False,True,2013-06-12,2013-10-25,2018-10-06
228,4831721,10453314,within an hour,100.0,True,La Jolla,1,True,True,La Jolla,Villa,Private room,1,1.0,1,1,110.0,100.0,30.0,1,2,1125,30,60,93,10,10,10,10,10,10,False,False,False,moderate,False,False,2013-12-05,2015-02-04,2019-07-29
229,20872804,146693286,within an hour,100.0,False,Carmel Valley,3,True,False,Carmel Valley,Townhouse,Private room,1,1.5,1,1,110.0,500.0,30.0,1,2,90,4,8,90,10,10,10,10,10,10,False,False,False,flexible,False,False,2017-08-18,2018-04-11,2018-12-09
230,26658350,30322264,within an hour,100.0,True,Mountain View,1,True,True,Mountain View,House,Private room,1,1.0,1,1,55.0,0.0,25.0,2,4,90,7,14,91,9,10,10,10,9,9,False,True,False,strict_14_with_grace_period,False,False,2015-03-31,2018-08-01,2018-09-10
231,29317959,220870770,within an hour,100.0,True,North Park,2,True,False,North Park,Apartment,Private room,1,1.0,1,1,44.0,,,1,5,6,3,6,93,9,10,10,10,10,10,False,True,False,flexible,False,False,2018-10-16,2018-10-27,2018-11-03
232,31054563,231971763,,,False,Mira Mesa,1,True,False,Mira Mesa,Condominium,Private room,1,1.0,1,1,22.0,,,1,10,10,1,2,100,10,10,10,10,10,10,False,False,False,strict_14_with_grace_period,False,False,2018-12-22,2018-12-26,2018-12-26
233,32392729,73851541,within a few hours,100.0,True,,5,True,True,Rancho Bernardo,House,Private room,1,1.5,1,2,30.0,,,1,7,360,1,2,100,10,10,10,10,10,8,False,True,False,moderate,False,False,2016-05-24,2019-08-09,2019-08-09
234,22401418,163851428,within an hour,100.0,True,Clairemont Mesa East,2,True,False,Clairemont Mesa East,Guest suite,Entire home/apt,1,1.0,0,1,69.0,,50.0,1,3,30,47,94,96,10,10,10,10,10,10,False,True,False,strict_14_with_grace_period,False,False,2017-12-23,2018-01-01,2019-08-13
236,2636761,10453314,within an hour,100.0,True,La Jolla,1,True,True,La Jolla,Dome house,Private room,1,0.5,1,1,100.0,100.0,30.0,1,2,1125,41,82,94,10,9,9,9,10,9,False,False,False,strict_14_with_grace_period,False,False,2013-12-05,2014-04-08,2019-08-05
237,4084417,10453314,within an hour,100.0,True,La Jolla,1,True,True,La Jolla,Villa,Private room,1,1.0,1,1,100.0,100.0,30.0,1,2,1125,25,50,94,10,9,10,10,10,9,False,False,False,strict_14_with_grace_period,False,False,2013-12-05,2014-09-28,2019-08-07
239,12983035,55066873,within an hour,100.0,True,,1,True,True,Golden Hill,Apartment,Entire home/apt,1,1.0,0,1,100.0,,,1,2,6,23,46,97,10,10,10,10,10,10,False,False,False,strict_14_with_grace_period,False,False,2016-01-18,2017-08-06,2019-07-22
240,16190507,16308848,within an hour,100.0,False,Clairemont Mesa East,2,True,True,Clairemont Mesa East,Apartment,Private room,1,1.0,1,1,40.0,4000.0,85.0,1,5,90,17,34,94,10,9,10,10,10,10,False,False,False,strict_14_with_grace_period,False,False,2014-06-02,2016-12-13,2019-05-23
241,20883787,20262664,within an hour,100.0,True,,2,True,False,Rolando,Guesthouse,Entire home/apt,1,1.0,1,1,100.0,1000.0,75.0,1,2,1125,9,18,100,10,10,10,10,10,10,False,False,False,strict_14_with_grace_period,False,False,2014-08-19,2018-01-26,2019-07-27
243,21514496,3881880,within a few hours,90.0,False,Pacific Beach,19,True,True,East Village,Apartment,Private room,1,1.0,1,2,40.0,0.0,50.0,1,5,1125,1,2,80,8,8,8,8,8,8,False,False,False,strict_14_with_grace_period,False,False,2012-10-15,2017-11-17,2017-11-17
245,33016899,67396945,within an hour,100.0,False,Old Town,1,True,True,Old Town,Apartment,Private room,1,1.0,1,1,50.0,,45.0,2,4,21,2,4,100,10,10,10,10,10,10,False,True,False,moderate,False,False,2016-04-15,2019-05-17,2019-06-03
247,149565,721326,within an hour,100.0,True,Bay Park,2,True,True,Bay Park,House,Private room,1,1.0,1,1,65.0,0.0,5.0,1,3,10,43,86,92,9,10,10,10,9,9,False,True,False,strict_14_with_grace_period,True,False,2011-06-20,2011-08-01,2019-07-21
248,20846926,46582063,within an hour,100.0,False,University City,4,True,True,University City,House,Private room,1,1.0,1,1,65.0,150.0,0.0,1,3,1125,4,8,75,9,9,10,9,9,7,False,True,False,strict_14_with_grace_period,False,False,2015-10-14,2018-08-17,2019-07-28
249,23238267,172930653,within an hour,100.0,True,University City,1,True,False,University City,Condominium,Private room,1,1.0,1,1,65.0,0.0,0.0,1,3,30,26,52,99,10,10,10,10,10,10,False,False,False,strict_14_with_grace_period,False,False,2018-02-11,2018-04-30,2019-07-29
250,28989556,18738657,within an hour,100.0,False,Pacific Beach,1,True,True,Pacific Beach,Condominium,Private room,1,1.0,1,1,65.0,0.0,35.0,1,3,30,2,4,100,10,10,10,10,10,10,False,False,False,flexible,False,False,2014-07-23,2018-10-17,2019-06-07
251,167760,799669,within a few hours,67.0,False,Mira Mesa,2,True,True,Mira Mesa,House,Private room,1,1.0,1,1,48.0,,,1,4,120,71,142,97,10,10,10,10,10,10,False,False,False,strict_14_with_grace_period,False,False,2011-07-10,2011-07-23,2019-04-30
252,1494013,7985819,within an hour,100.0,True,College West,5,True,False,College West,Apartment,Private room,1,1.0,1,1,95.0,150.0,45.0,1,2,365,12,24,92,9,9,10,10,10,9,False,False,False,strict_14_with_grace_period,False,False,2013-08-06,2014-07-28,2018-07-23
253,7484137,7985819,within an hour,100.0,True,College West,5,True,False,College West,Apartment,Private room,1,1.0,1,1,95.0,150.0,45.0,1,2,1125,9,18,96,10,9,10,10,10,9,False,False,False,strict_14_with_grace_period,False,False,2013-08-06,2015-08-16,2019-04-13
255,30959742,231334226,within a few hours,60.0,False,Rancho Penasquitos,3,True,False,Rancho Penasquitos,House,Private room,1,1.0,1,1,37.0,0.0,20.0,1,5,30,3,6,80,9,7,10,10,9,9,False,True,False,strict_14_with_grace_period,False,False,2018-12-18,2019-06-06,2019-07-31
256,172519,164137,within an hour,100.0,False,Loma Portal,3,True,True,Loma Portal,House,Private room,1,3.0,1,1,90.0,120.0,15.0,1,2,5,53,106,88,9,8,10,10,9,9,False,False,False,moderate,True,True,2010-07-12,2011-07-25,2019-01-13
257,17803837,5033932,within a day,75.0,False,,1,True,True,Pacific Beach,House,Private room,1,1.0,1,1,60.0,100.0,20.0,1,3,1125,5,10,95,8,9,10,10,10,10,False,False,False,flexible,False,False,2013-02-10,2017-05-26,2017-07-19
258,22330739,163266236,within a day,60.0,False,Linda Vista,1,True,False,Linda Vista,House,Private room,1,1.5,1,1,60.0,250.0,20.0,1,3,180,3,6,93,9,9,9,9,9,9,False,False,False,flexible,False,False,2017-12-19,2018-03-10,2018-09-15
259,22401036,163851428,within an hour,100.0,True,Clairemont Mesa East,2,True,False,Clairemont Mesa East,House,Private room,1,1.0,1,1,60.0,,25.0,1,3,30,11,22,100,10,10,10,10,10,10,False,False,False,flexible,False,False,2017-12-23,2019-02-27,2019-07-30
261,13513606,51676655,,,False,Normal Heights,1,True,False,Normal Heights,House,Private room,1,1.0,1,1,59.0,,12.0,1,3,1125,2,4,100,10,10,10,10,10,10,False,True,False,moderate,False,False,2015-12-18,2016-06-22,2016-07-25
264,20070520,85136683,,,False,Linda Vista,2,True,False,Linda Vista,House,Private room,1,1.0,1,1,24.0,,,1,7,1125,3,6,100,9,9,9,9,10,10,False,True,False,moderate,False,False,2016-07-21,2017-10-24,2017-12-17
265,3647778,18435665,within a day,50.0,False,Ocean Beach,1,True,False,Ocean Beach,Apartment,Private room,1,1.0,1,1,165.0,0.0,0.0,10,1,1125,1,2,100,8,8,8,10,6,8,False,False,False,flexible,False,False,2014-07-20,2014-07-27,2014-07-27
266,33547305,17968424,within an hour,100.0,False,University City,8,True,True,University City,House,Private room,1,1.0,1,1,55.0,300.0,25.0,1,3,60,3,6,93,10,10,10,10,10,9,False,False,False,strict_14_with_grace_period,False,False,2014-07-11,2019-05-02,2019-08-17
267,7619045,34684947,within an hour,100.0,False,Mira Mesa,2,True,True,Mira Mesa,Apartment,Private room,1,1.5,1,1,80.0,100.0,50.0,1,2,1125,2,4,100,10,10,10,10,10,10,False,False,False,moderate,False,False,2015-05-31,2017-06-16,2019-06-10
268,12207154,38782394,within an hour,100.0,False,Pacific Beach,2,True,False,Pacific Beach,Apartment,Private room,1,1.0,1,1,80.0,,30.0,1,2,1125,33,66,93,9,10,10,9,9,9,False,True,False,strict_14_with_grace_period,False,False,2015-07-17,2016-04-16,2019-08-08
269,16132490,91683213,within an hour,100.0,True,Ocean Beach,2,True,True,Ocean Beach,Cottage,Private room,1,1.0,1,1,80.0,200.0,20.0,1,2,1125,10,20,100,10,10,10,10,10,10,False,False,False,moderate,False,False,2016-08-24,2017-01-08,2019-05-26
270,21514571,3881880,within a few hours,90.0,False,Pacific Beach,19,True,True,East Village,Apartment,Private room,1,1.0,1,2,40.0,0.0,40.0,1,4,1125,2,4,100,10,9,9,10,10,10,False,False,False,strict_14_with_grace_period,False,False,2012-10-15,2018-01-13,2018-12-28
272,35267481,82594591,within an hour,100.0,False,University City,1,True,False,University City,Apartment,Private room,1,1.0,1,1,80.0,0.0,13.0,1,2,1125,4,8,100,10,10,10,10,10,10,False,False,False,moderate,False,False,2016-07-09,2019-07-14,2019-08-06
274,36315357,272856396,within an hour,100.0,False,University Heights,4,True,False,University Heights,House,Private room,1,1.0,1,1,160.0,,10.0,1,1,3,8,16,100,10,10,10,10,10,10,False,False,False,moderate,False,False,2019-07-01,2019-07-14,2019-08-10
276,36568795,47919061,within a few hours,100.0,False,Mira Mesa,1,True,True,Mira Mesa,House,Private room,1,1.0,1,1,80.0,,,1,2,1125,1,2,100,10,10,10,10,10,10,False,False,False,flexible,False,False,2015-11-01,2019-07-27,2019-07-27
277,16930468,112533172,within an hour,100.0,False,Midtown,1,True,True,Midtown,Apartment,Entire home/apt,1,1.0,1,1,76.0,,,1,2,2,28,56,97,10,10,10,10,10,10,False,False,False,moderate,False,False,2017-01-21,2017-02-13,2017-11-05
